"","country","city","data_date","id","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bedrooms","beds","price","minimum_nights","maximum_nights","availability_30","price_30","revenue_30"
"1","france","bordeaux","2020-02-27",28925,"Centre ville (Bordeaux)",44.8491,-0.5935,"House","Entire home/apt",12,5,8,"$24.00",2,21,0,275,8250
"2","france","bordeaux","2020-02-27",185534,"Saint Augustin - Tauzin - Alphonse Dupeux",44.83063,-0.59331,"House","Private room",2,1,1,"$75.00",1,730,30,NA,0
"3","france","bordeaux","2020-02-27",218103,"Bgles",44.81418,-0.54842,"Apartment","Entire home/apt",4,1,1,"$100.00",2,21,0,100,3000
"4","france","bordeaux","2020-02-27",222887,"Bordeaux Sud",44.83611,-0.5664,"Apartment","Entire home/apt",4,2,3,"$175.00",3,120,14,174,2784
"5","france","bordeaux","2020-02-27",317273,"Chartrons - Grand Parc - Jardin Public",44.84782,-0.58105,"Apartment","Entire home/apt",3,1,1,"$155.00",3,120,29,126,126
"6","france","bordeaux","2020-02-27",317658,"Centre ville (Bordeaux)",44.83882,-0.56887,"Apartment","Entire home/apt",6,2,4,"$195.00",3,90,18,183.166666666667,2198
"7","france","bordeaux","2020-02-27",333031,"Centre ville (Bordeaux)",44.84267,-0.57656,"Apartment","Entire home/apt",3,0,1,"$79.00",1,1125,24,71.1666666666667,427
"8","france","bordeaux","2020-02-27",365993,"Bgles",44.81149,-0.55825,"Apartment","Entire home/apt",6,2,4,"$85.00",5,30,28,85,170
"9","france","bordeaux","2020-02-27",400306,"La Bastide",44.8439,-0.55831,"Condominium","Entire home/apt",2,1,1,"$59.00",2,1125,9,61.3809523809524,1289
"10","france","bordeaux","2020-02-27",403245,"Bordeaux Sud",44.83385,-0.57033,"Apartment","Entire home/apt",3,1,2,"$59.00",2,31,0,59,1770
"11","france","bordeaux","2020-02-27",408270,"Bgles",44.81412,-0.54641,"Apartment","Entire home/apt",4,1,1,"$85.00",2,21,0,85,2550
"12","france","bordeaux","2020-02-27",410267,"Bgles",44.81494,-0.54799,"Apartment","Entire home/apt",4,1,1,"$85.00",2,21,0,85,2550
"13","france","bordeaux","2020-02-27",412475,"Bgles",44.81428,-0.54875,"Apartment","Entire home/apt",4,1,1,"$85.00",2,21,0,85,2550
"14","france","bordeaux","2020-02-27",437127,"Chartrons - Grand Parc - Jardin Public",44.85636,-0.58518,"Apartment","Private room",2,1,1,"$45.00",2,1125,14,46,736
"15","france","bordeaux","2020-02-27",438600,"Chartrons - Grand Parc - Jardin Public",44.85575,-0.5824,"Apartment","Private room",1,1,1,"$30.00",2,1125,14,31,496
"16","france","bordeaux","2020-02-27",450324,"Plaisance-Loret-Maregue",44.86238,-0.50698,"House","Entire home/apt",5,4,4,"$110.00",2,1125,0,110,3300
"17","france","bordeaux","2020-02-27",457462,"Talence",44.80935,-0.59991,"Apartment","Entire home/apt",4,2,2,"$75.00",2,21,0,75,2250
"18","france","bordeaux","2020-02-27",457640,"Talence",44.80907,-0.60034,"Apartment","Entire home/apt",4,2,2,"$80.00",2,30,0,80,2400
"19","france","bordeaux","2020-02-27",458580,"Bordeaux Sud",44.83424,-0.57022,"Apartment","Entire home/apt",4,1,2,"$35.00",28,300,12,35,630
"20","france","bordeaux","2020-02-27",478369,"Saint Augustin - Tauzin - Alphonse Dupeux",44.82968,-0.59534,"House","Entire home/apt",7,4,5,"$114.00",5,15,0,114,3420
"21","france","bordeaux","2020-02-27",482102,"Le Bouscat",44.85446,-0.59562,"Townhouse","Entire home/apt",12,6,7,"$185.00",2,21,16,185,2590
"22","france","bordeaux","2020-02-27",500193,"Bordeaux Sud",44.83118,-0.5628,"Apartment","Entire home/apt",4,2,2,"$100.00",1,14,24,91.3333333333333,548
"23","france","bordeaux","2020-02-27",536436,"Centre ville (Bordeaux)",44.83911,-0.57311,"Apartment","Entire home/apt",2,NA,1,"$80.00",2,21,0,80,2400
"24","france","bordeaux","2020-02-27",543460,"Saint Augustin - Tauzin - Alphonse Dupeux",44.82761,-0.59472,"Bed and breakfast","Private room",2,1,1,"$110.00",1,1125,0,115,3450
"25","france","bordeaux","2020-02-27",545440,"Chartrons - Grand Parc - Jardin Public",44.85657,-0.57796,"House","Entire home/apt",5,2,2,"$200.00",2,30,28,200,400
"26","france","bordeaux","2020-02-27",548827,"Centre ville (Bordeaux)",44.83949,-0.57233,"Bed and breakfast","Private room",2,1,1,"$110.00",1,6,4,110,2860
"27","france","bordeaux","2020-02-27",557526,"Talence",44.81216,-0.59949,"Apartment","Entire home/apt",3,2,1,"$79.00",3,21,0,79,2370
